maqittim,fallen;collapsed;in ruins,adj,s;gen;f
maqittam,fallen;collapsed;in ruins,adj,s;acc;f
maqtātum,fallen;collapsed;in ruins,adj,pl;nom;f
maqtātim,fallen;collapsed;in ruins,adj,pl;gen;acc;f
marṣum,sick;ill;diseased;painful;difficult,adj,s;nom;m
marṣim,sick;ill;diseased;painful;difficult,adj,s;gen;m
marṣam,sick;ill;diseased;painful;difficult,adj,s;acc;m
marṣūtum,sick;ill;diseased;painful;difficult,adj,pl;nom;m
marṣūtim,sick;ill;diseased;painful;difficult,adj,pl;gen;acc;m
maruštum,sick;ill;diseased;painful;difficult,adj,s;nom;f
maruštim,sick;ill;diseased;painful;difficult,adj,s;gen;f
maruštam,sick;ill;diseased;painful;difficult,adj,s;acc;f
marṣātum,sick;ill;diseased;painful;difficult,adj,pl;nom;f
marṣātim,sick;ill;diseased;painful;difficult,adj,pl;gen;acc;f
maruštum,difficulty;hardship;trouble;duress,n,s;nom;f
maruštim,difficulty;hardship;trouble;duress,n,s;gen;f
maruštam,difficulty;hardship;trouble;duress,n,s;acc;f
marṣātum,difficulties;hardships;troubles;duress,n,pl;nom;f
marṣātim,difficulties;hardships;troubles;duress,n,pl;gen;acc;f
nakrum,hostile;inimical;foreign,adj,s;nom;m
nakrim,hostile;inimical;foreign,adj,s;gen;m
nakram,hostile;inimical;foreign,adj,s;acc;m
nakrūtum,hostile;inimical;foreign,adj,pl;nom;m
nakrūtim,hostile;inimical;foreign,adj,pl;gen;acc;m
nakrātum,hostile;inimical;foreign,adj,pl;nom;f
nakrātim,hostile;inimical;foreign,adj,pl;gen;acc;f
nakirum,hostile;inimical;foreign,adj,s;nom;m
nakirim,hostile;inimical;foreign,adj,s;gen;m
nakiram,hostile;inimical;foreign,adj,s;acc;m
nakarum,hostile;inimical;foreign,adj,s;nom;m
nakarim,hostile;inimical;foreign,adj,s;gen;m
nakaram,hostile;inimical;foreign,adj,s;acc;m
nakirtum,hostile;inimical;foreign,adj,s;nom;f
nakirtim,hostile;inimical;foreign,adj,s;gen;f
nakirtam,hostile;inimical;foreign,adj,s;acc;f
nakartum,hostile;inimical;foreign,adj,s;nom;f
nakartim,hostile;inimical;foreign,adj,s;gen;f
nakartam,hostile;inimical;foreign,adj,s;acc;f
nakrum,enemy;foe,n,s;nom;m
nakrim,enemy;foe,n,s;gen;m
nakram,enemy;foe,n,s;acc;m
nakirum,enemy;foe,n,s;nom;m
nakirim,enemy;foe,n,s;gen;m
nakiram,enemy;foe,n,s;acc;m
nakirtum,enemy;foe,n,s;nom;f
nakirtim,enemy;foe,n,s;gen;f
nakirtam,enemy;foe,n,s;acc;f
nakirū,enemies;foes,n,pl;nom;m
nakirī,enemies;foes,n,pl;gen;acc;m
nakarum,enemy;foe,n,s;nom;m
nakarim,enemy;foe,n,s;gen;m
nakaram,enemy;foe,n,s;acc;m
nakartum,enemy;foe,n,s;nom;f
nakartim,enemy;foe,n,s;gen;f
nakartam,enemy;foe,n,s;acc;f
nakarū,enemies;foes,n,pl;nom;m
nakarī,enemies;foes,n,pl;gen;acc;m
rapšum,wide;broad,adj,s;nom;m
rapšim,wide;broad,adj,s;gen;m
rapšam,wide;broad,adj,s;acc;m
rapšūtum,wide;broad,adj,pl;nom;m
rapšūtim,wide;broad,adj,pl;gen;acc;m
rapaštum,wide;broad,adj,s;nom;f
rapaštim,wide;broad,adj,s;gen;f
rapaštam,wide;broad,adj,s;acc;f
rapšātum,wide;broad,adj,pl;nom;f
rapšātim,wide;broad,adj,pl;gen;acc;f
uznum rapaštum,great intelligence;understanding,adj,id
ṣabtum,seized;deposited;captive;prisoner,adj,s;nom;m
ṣabtim,seized;deposited;captive;prisoner,adj,s;gen;m
ṣabtam,seized;deposited;captive;prisoner,adj,s;acc;m
ṣabtūtum,seized;deposited;captive;prisoner,adj,pl;nom;m
ṣabtūtim,seized;deposited;captive;prisoner,adj,pl;gen;acc;m
ṣabittum,seized;deposited;captive;prisoner,adj,s;nom;f
ṣabittim,seized;deposited;captive;prisoner,adj,s;gen;f
ṣabittam,seized;deposited;captive;prisoner,adj,s;acc;f
ṣabtātum,seized;deposited;captive;prisoner,adj,pl;nom;f
ṣabtātim,seized;deposited;captive;prisoner,adj,pl;gen;acc;f
šaknum,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;nom;m
šaknim,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;gen;m
šaknam,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;acc;m
šaknūtum,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,pl;nom;m
šaknūtim,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,pl;gen;acc;m
šakittum,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;nom;f
šakittim,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;gen;f
šakittam,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,s;acc;f
šaknātum,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,pl;nom;f
šaknātim,placed;lying;situated;located;present;established;appointed;endowed;provided;substantivized;governor,adj,pl;gen;acc;f
šaknum,governor,n,s;nom;m
šaknim,governor,n,s;gen;m
šaknam,governor,n,s;acc;m
šaknū,governors,n,pl;nom;m
šaknī,governors,n,pl;gen;acc;m
šarqum,stolen,adj,s;nom;m
šarqim,stolen,adj,s;gen;m
šarqam,stolen,adj,s;acc;m
šarqūtum,stolen,adj,pl;nom;m
šarqūtim,stolen,adj,pl;gen;acc;m
šariqtum,stolen,adj,s;nom;f
šariqtim,stolen,adj,s;gen;f
šariqtam,stolen,adj,s;acc;f
šarqātum,stolen,adj,pl;nom;f
šarqātim,stolen,adj,pl;gen;acc;f
ṭābum,pleasant;pleasing;sweet;fine;good,adj,s;nom;m
ṭābim,pleasant;pleasing;sweet;fine;good,adj,s;gen;m
ṭābam,pleasant;pleasing;sweet;fine;good,adj,s;acc;m
ṭābūtum,pleasant;pleasing;sweet;fine;good,adj,pl;nom;m
ṭābūtim,pleasant;pleasing;sweet;fine;good,adj,pl;gen;acc;m
ṭābtum,pleasant;pleasing;sweet;fine;good,adj,s;nom;f
ṭābtim,pleasant;pleasing;sweet;fine;good,adj,s;gen;f
ṭābtam,pleasant;pleasing;sweet;fine;good,adj,s;acc;f
ṭābātum,pleasant;pleasing;sweet;fine;good,adj,pl;nom;f
ṭābātim,pleasant;pleasing;sweet;fine;good,adj,pl;gen;acc;f
ul,not,adv
ula,not,adv
